state_name,district_name,block_name,mandal_name,village_name,location_name,latitude,longitude,observation_year,observation_month,observation_period,groundwater_depth_m,gwra_year,gwra_category,annual_groundwater_recharge_bcm,annual_extractable_groundwater_resource_bcm,annual_groundwater_extraction_bcm,stage_of_groundwater_extraction_percent,rainfall_mm,rainfall_period,geography_match_type,confidence_score,data_quality_status,data_source_groundwater,data_source_gwra,data_source_rainfall,groundwater_source_type,gwra_source_type,rainfall_source_type,groundwater_extraction_method,gwra_extraction_method,rainfall_extraction_method,groundwater_source_page,gwra_source_page,rainfall_source_page,source_url
kerala,alappuzha,ambalappuzha,ambalappuzha,Ambalappuzha,Ambalappuzha Station,9.38347,76.3707,2025,8,August,0.2,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,ambalappuzha,ambalappuzha,Kaidavana,Kaidavana Station,9.40773,76.3508,2025,8,August,0.92,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,ambalappuzha,ambalappuzha,Naduvattom,Naduvattom Station,9.27178,76.48147,2025,8,August,0.45,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,355.5079345703125,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,ambalappuzha,ambalappuzha,Punnapra,Punnapra Station,9.43259,76.3454,2025,8,August,0.48,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,ambalappuzha,ambalappuzha,Purakkad,Purakkad Station,9.35317,76.37267,2025,8,August,2.64,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,253.24758911132807,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,ambalappuzha,ambalappuzha,Vandanam,Vandanam Station,9.41366,76.3494,2025,8,August,1.2,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,aryad,aryad,Alappuzha Beach,Alappuzha Beach Station,9.49409,76.3209,2025,8,August,1.64,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,aryad,aryad,Alappuzha Town,Alappuzha Town Station,9.49519,76.3341,2025,8,August,3.05,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,aryad,aryad,Aryad,Aryad Station,9.57193,76.3471,2025,8,August,1.02,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,aryad,aryad,Kalavoor,Kalavoor Station,9.56774,76.3272,2025,8,August,0.33,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,aryad,aryad,Kattoor,Kattoor Station,9.55,76.32,2025,8,August,0.38,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
kerala,alappuzha,aryad,aryad,Mannanchery,Mannanchery Station,9.62493,76.3671,2025,8,August,0.65,2025.0,Safe,0.3897195,0.3571258999999999,0.1328316,37.19,264.7772216796875,monthly,normalized_exact,0.7,valid,August_WL_1994-2025.pdf,GWRA_2025.pdf,IMD Gridded Rainfall (0.25x0.25 deg),local_pdf,local_pdf,official_web_fallback,pdf_text,pdf_table,netcdf_spatial_lookup,130,NULL,NULL,https://cgwb.gov.in
